ts_code,end_date,name,Acquisition_of_subsidiary_cash_out,Add_depreciation_amortization,Add_finance_cost_expense,Add_impairment_provision,Add_other_operating_adjust,Add_share_based_payment_exp,Bond_redemption_payment,Capital_exp_fixed_asset,Capital_exp_intangible_other_asset,Cash_at_period_begin,Cash_at_period_end,Cash_generated_from_ops,Cash_outflow_for_investment,Cash_paid_for_minority_equity_subsidiary,Change_in_advance_other_payable,Change_in_customer_deposit_ops,Change_in_deferred_income,Change_in_deposit,Change_in_inventory,Change_in_loan_advance,Change_in_notes_receivable,Change_in_prepayment_other_receivable,Change_in_property_under_dev,Change_in_related_payable,Change_in_related_receivable_invest,Change_in_related_receivable_ops,Change_in_restricted_cash,Change_in_trade_payable_accrued,Change_in_trade_receivable,Change_in_trading_investment,Dividend_paid_financing,Dividend_received_investing,Dividend_received_operating,EBITDA_group,FX_effect_on_cash,Government_grant_investing,Income_tax_paid,Interest_paid_financing,Interest_paid_operating,Interest_received_financing,Interest_received_investing,Interest_received_operating,Issue_cost_payment,Less_FX_gain,Less_gain_on_asset_disposal,Less_government_grant,Less_interest_income,Less_investment_income,Less_revaluation_surplus,Less_share_profit_subsidiary,Net_cash_before_financing,Net_cash_from_financing,Net_cash_from_investing,Net_cash_from_operating,Net_change_in_cash,New_borrowings_proceeds,Non_operating_items,Operating_profit_before_wc_movement,Other_items_financing_cf,Other_items_investing_cf,Other_items_operating_cf,Other_items_working_cap_change,Other_period_adjust_items,Proceeds_from_bond_issue,Proceeds_from_disposal_investment,Proceeds_from_new_investment,Proceeds_from_sale_fixed_asset,Proceeds_from_sale_intangible_other,Proceeds_from_sale_subsidiary,Proceeds_from_share_issue,Profit_before_tax_operating,Repayment_finance_lease,Repayment_of_borrowings,Share_repurchase_cash_out
00080.HK,20240630,中国新经济投资,,631719.68,68258.42,,,,,,,15797968.75,14494339.53,-639533.13,,,77915.49,,,,,,,171014.33,,-456340.0,,,,520335.3,271483.05,,,,,,,,,68258.42,,,,27810.27,,,,,27810.27,,-6352854.26,,-611722.86,-691906.36,,-611722.86,-1303629.22,,14494339.53,-4591956.84,,,,3368015.54,,,,,,,,,-11616978.93,623647.93,,
00080.HK,20231231,中国新经济投资,,1325610.46,165149.53,,,,,,,25220403.47,15686149.84,-8996750.98,,,1219714.12,,,,,,,200098.81,,,,-7558518.22,,,,,,,,,,,,1761.69,,,,23868.93,,,,,23868.93,,-32048637.95,,-8972882.05,-561371.57,,-8972882.05,-9534253.62,,15686149.84,-14003786.85,,,,11145741.15,,,,,,,,,-47519315.86,559609.88,,
00080.HK,20230630,中国新经济投资,,695810.01,59183.74,,,,,,,25659009.5,25338858.4,150187.78,,,-332296.34,,,,,,,55830.5,,,,,,,-285873.73,,,,,,,,,59183.74,,,,1419.85,,,,,1419.85,,16745184.23,,151607.63,-471758.73,,151607.63,-320151.1,,25338858.4,-7768529.72,,,,8481057.07,,,,,,,,,8223080.61,412574.99,,
00080.HK,20221231,中国新经济投资,,332036.5,84429.2,,-421337.59,,,,,2034141.94,24860000.67,-49435991.49,,,4847870.08,,,,,,,913425.74,,,,206095.25,,,,,,,421337.59,,,,,84429.2,,,,-337296.97,459257.8,,,,1954857.97,,-34874685.57,,-49351950.87,72177809.59,,-49351950.87,22825858.73,,24860000.67,-14200637.45,,,,-41202745.13,,,,,,,,73067707.5,-47115593.15,346210.91,,
00080.HK,20220630,中国新经济投资,,158941.34,18832.14,,,,,,,1947427.55,36122630.39,-32736605.64,,,94241.94,,,,,,,-700258.65,,,,61017.81,,131741.16,,,,,,,,,,18832.14,,,,1017997.65,439679.69,-256999.13,,,1017997.65,,-2898604.93,,-31718607.99,65893810.83,,-31718607.99,34175202.84,,36122630.39,-6865215.6,,,,-25458132.3,,,,,,,,66516113.77,-9180595.49,163791.12,,
00080.HK,20211231,中国新经济投资,,242419.22,95442.54,,2158.46,2365316.8,,,,1635585.91,1861828.09,-36769805.43,,,-484721.52,,,,,,,1445756.36,,-3809639.9,,212169.65,,,,,,,19426.18,,,,,95442.54,,,,735593.08,186948.33,,,,1652851.17,21584.64,5871534.72,,-36014786.17,36241028.35,,-36014786.17,226242.18,,1861828.09,-8912476.91,,,,-25220893.11,,,,,,,,36742268.66,-4071843.41,218849.44,,
00080.HK,20210630,中国新经济投资,,119832.83,45018.02,,-236310.72,,,,,1664552.74,6163728.29,-13761407.5,,,-159681.14,,,,,,,-337718.81,,41604.0,,,,,-8633873.43,,,,21966.91,,,,,40052.17,,,,465038.69,,-142484.55,,,594979.64,21966.91,14408559.39,,-13274401.89,17773577.44,,-13274401.89,4499175.55,,6163728.29,-4411826.29,,,,-259911.84,,,,,,,,17885919.06,10542654.96,72289.45,,
00080.HK,20201231,中国新经济投资,,144244.47,282307.1,,49461.5,239025.76,,,,339465.39,1683677.25,-33372176.52,,,223191.99,,,,,,,-2520096.56,,-134662.4,,,,-3416183.94,-270437.45,,,,445149.29,,,,,282307.1,,,,623145.21,,255.02,,,778029.69,494610.79,-19914735.03,,-32303882.03,33648093.89,,-32303882.03,1344211.86,,1683677.25,-6823757.05,,,,-20430231.11,,,,,,,,34081373.53,-26180635.41,150972.54,,
00080.HK,20200630,中国新经济投资,,78275.41,248613.71,,,,,,,368425.06,4039823.59,-33113372.86,,,-31584.93,,,,,,,-118158.03,,-2630064.14,,12462.98,,,,,,,125908.57,,,,,248613.71,,,,42.02,,-129931.36,,,147193.55,331432.57,-10877283.71,,-32987422.27,36658820.8,,-32987422.27,3671398.53,,4039823.59,-3650255.13,,,,-26695773.6,,,,,,,,36988843.93,-14505733.2,81409.43,,
00080.HK,20191231,中国新经济投资,,89555.61,1090132.01,,,1000586.26,,,,2497099.62,361302.11,-20050300.17,,,181209.13,,,,,,,380729.79,,-7485977.92,,1966332.95,,,,,,,65199.35,,,,,1090132.01,,,,835.76,691268.05,-89208.94,,,835.76,65199.35,-23219385.28,,-19984265.06,17848467.56,,-19984265.06,-2135797.5,,361302.11,-5097233.64,,,,-9995360.48,,,,,,,,19707160.0,-30520066.63,77292.38,,
